data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
synth_conj_50,50000,52,51,0,24924,0.4985,other,synthetic,51.0,3.45,1.0,1.0,1.0,1.0,1.0,1.0,0.61,0.55,0.1,1.0,0.53,0.85,0.69,1.0,4.0,4.0,4.0,1.04,0.58,0.15,1.0,0.54,0.85,0.7,1.0,6.0,6.0,6.0,6.43,1.0,1.0,1.0,1.0,1.0,1.0,3.0,76.0,51.0,25.33,8.0,1.62,0.55,0.1,1.0,0.53,0.85,0.69,1.0,4.0,4.0,4.0,51.0,14.88,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,245.58,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.55,0.1,1.0,0.53,0.85,0.69,4.0,16.0,4.0,4.0,1.71,0.55,0.1,1.0,0.53,0.85,0.69,1.0,4.0,4.0,4.0,10.0,2.0,0.56,0.13,1.0,0.53,0.85,0.7,1.0,5.0,5.0,5.0,1.99,0.56,0.13,1.0,0.53,0.85,0.7,1.0,5.0,5.0,5.0,918.0,166.61,0.51,0.02,0.81,0.5,0.72,0.62,1.0,1.0,1.0,1.0,214.16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,197.58,0.51,0.02,0.81,0.5,0.72,0.62,1.0,1.0,1.0,1.0,58.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540.29,0.52,0.04,0.83,0.51,0.74,0.63,1.0,2.0,2.0,2.0,0.79,0.55,0.1,1.0,0.53,0.85,0.69,3.0,12.0,4.0,4.0,1.05,0.55,0.1,1.0,0.53,0.85,0.69,3.0,12.0,4.0,4.0,0.83,0.55,0.1,1.0,0.53,0.85,0.69,1.0,4.0,4.0,4.0,,,,,
synth_conj_100,50000,102,101,0,25005,0.5001,other,synthetic,101.0,6.32,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.53,0.05,1.0,0.51,0.84,0.68,2.0,6.0,4.0,3.0,1.78,0.54,0.08,1.0,0.52,0.84,0.69,3.0,14.0,6.0,4.67,21.24,1.0,0.99,1.0,1.0,1.0,1.0,12.0,511.0,101.0,42.58,10.0,3.51,0.53,0.05,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,101.0,13.79,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.29,0.51,0.01,1.0,0.5,0.84,0.67,9.0,41.0,9.0,4.56,63.42,0.51,0.01,1.0,0.5,0.84,0.67,9.0,41.0,9.0,4.56,1.5,0.51,0.03,1.0,0.51,0.84,0.67,1.0,2.0,2.0,2.0,3.53,0.53,0.05,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,12.0,4.35,0.53,0.07,1.0,0.52,0.84,0.68,1.0,5.0,5.0,5.0,4.32,0.53,0.07,1.0,0.52,0.84,0.68,1.0,5.0,5.0,5.0,,,,,,,,,,,,,237.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,0.52,0.04,1.0,0.51,0.84,0.68,1.0,3.0,3.0,3.0,1.79,0.52,0.04,1.0,0.51,0.84,0.68,1.0,3.0,3.0,3.0,1.61,0.53,0.05,1.0,0.51,0.84,0.68,2.0,6.0,5.0,3.0,,,,,
synth_conj_200,50000,202,201,0,25068,0.5014,other,synthetic,201.0,11.98,1.0,0.99,0.99,1.0,0.99,1.0,2.41,0.52,0.03,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,3.57,0.52,0.04,1.0,0.51,0.84,0.68,1.0,6.0,6.0,6.0,83.16,1.0,0.99,0.99,1.0,0.99,1.0,18.0,1194.0,201.0,66.33,8.0,4.49,0.52,0.03,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,201.0,82.62,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,493.23,0.5,0.0,1.0,0.5,0.83,0.67,24.0,51.0,5.0,2.12,519.13,0.5,0.0,1.0,0.5,0.83,0.67,24.0,51.0,5.0,2.12,2.98,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.65,0.52,0.03,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,10.0,6.78,0.52,0.03,1.0,0.51,0.84,0.68,1.0,5.0,5.0,5.0,6.24,0.52,0.03,1.0,0.51,0.84,0.68,1.0,5.0,5.0,5.0,,,,,,,,,,,,,252.29,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,0.51,0.02,1.0,0.51,0.84,0.67,1.0,3.0,3.0,3.0,3.81,0.51,0.02,1.0,0.51,0.84,0.67,1.0,3.0,3.0,3.0,3.07,0.52,0.03,1.0,0.51,0.84,0.68,1.0,4.0,4.0,4.0,,,,,
synth_conj_400,50000,402,401,0,25056,0.5011,other,synthetic,401.0,23.95,0.96,0.93,0.97,0.96,0.97,0.96,4.79,0.51,0.01,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,7.17,0.51,0.02,1.0,0.51,0.84,0.67,1.0,6.0,6.0,6.0,327.68,0.99,0.98,0.98,0.99,0.99,0.99,33.0,4215.0,401.0,127.73,8.0,8.92,0.51,0.01,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,401.0,131.17,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,838.13,0.5,0.0,1.0,0.5,0.83,0.67,21.0,42.0,4.0,2.0,831.32,0.5,0.0,1.0,0.5,0.83,0.67,21.0,42.0,4.0,2.0,6.34,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,8.59,0.51,0.01,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,10.0,10.69,0.51,0.02,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,10.98,0.51,0.02,1.0,0.51,0.84,0.67,1.0,5.0,5.0,5.0,,,,,,,,,,,,,300.74,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.64,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.45,0.51,0.01,1.0,0.51,0.84,0.67,1.0,4.0,4.0,4.0,,,,,
synth_linear_0,70000,2,1,0,34951,0.4993,other,synthetic,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1348.48,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.9,0.8,1.0,0.83,0.96,0.91,1.0,1.0,1.0,1.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_linear_1,70000,3,2,0,35376,0.5054,other,synthetic,2.0,0.78,1.0,0.99,1.0,1.0,1.0,1.0,0.04,0.95,0.9,0.95,0.95,0.95,0.95,8.0,32.0,4.0,4.0,0.05,0.98,0.97,0.99,0.98,0.98,0.98,31.0,185.0,6.0,5.97,0.05,1.0,0.99,1.0,0.99,1.0,1.0,112.0,943.0,11.0,8.42,30.0,11.34,0.94,0.89,0.94,0.95,0.94,0.94,5.0,9.0,2.0,1.8,2.0,16.36,0.99,0.98,0.98,1.0,0.99,0.99,35.0,70.0,2.0,2.0,17.75,0.99,0.98,0.98,1.0,0.99,0.99,35.0,70.0,2.0,2.0,16.25,0.99,0.98,0.98,1.0,0.99,0.99,35.0,70.0,2.0,2.0,0.63,0.89,0.78,0.87,0.91,0.87,0.89,2.0,4.0,2.0,2.0,20.79,0.94,0.89,0.94,0.95,0.94,0.94,5.0,9.0,2.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,36.0,915.0,0.91,0.82,0.95,0.88,0.93,0.91,4.0,6.0,2.0,1.5,2733.9,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,208.72,0.94,0.88,0.97,0.92,0.96,0.94,6.0,11.0,2.0,1.83,0.27,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.89,0.78,0.83,0.94,0.85,0.89,2.0,4.0,2.0,2.0,5.87,0.83,0.66,0.91,0.79,0.88,0.84,2.0,4.0,2.0,2.0,,,,,,,,,,,,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_2,70000,4,3,0,35090,0.5013,other,synthetic,3.0,1.04,0.99,0.98,0.99,0.99,0.99,0.99,0.05,0.89,0.78,0.89,0.89,0.89,0.89,8.0,32.0,4.0,4.0,0.08,0.94,0.88,0.94,0.94,0.94,0.94,33.0,198.0,6.0,6.0,0.09,0.98,0.96,0.98,0.98,0.98,0.98,401.0,4102.0,15.0,10.23,30.0,27.14,0.89,0.79,0.89,0.9,0.89,0.89,6.0,13.0,3.0,2.17,3.0,76.37,0.97,0.95,0.96,0.98,0.97,0.97,90.0,258.0,3.0,2.87,79.78,0.97,0.95,0.96,0.98,0.97,0.97,90.0,258.0,3.0,2.87,79.62,0.97,0.95,0.96,0.98,0.97,0.97,90.0,258.0,3.0,2.87,0.65,0.81,0.61,0.77,0.83,0.78,0.8,2.0,4.0,2.0,2.0,40.89,0.9,0.8,0.9,0.9,0.9,0.9,9.0,22.0,3.0,2.44,,,,,,,,,,,,,,,,,,,,,,,,54.0,57.1,0.91,0.82,0.91,0.91,0.91,0.91,7.0,17.0,3.0,2.43,302.06,1.0,0.99,1.0,0.99,1.0,1.0,5.0,5.0,1.0,1.0,204.02,0.92,0.84,0.92,0.92,0.92,0.92,12.0,29.0,3.0,2.42,0.36,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.77,0.55,0.71,0.81,0.73,0.76,2.0,4.0,2.0,2.0,6.65,0.75,0.51,0.95,0.68,0.88,0.8,3.0,6.0,2.0,2.0,,,,,,,,,,,,0.29,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_3,70000,5,4,0,34773,0.4968,other,synthetic,4.0,1.24,0.99,0.97,0.99,0.99,0.99,0.99,0.07,0.86,0.71,0.87,0.84,0.87,0.86,8.0,32.0,4.0,4.0,0.1,0.9,0.79,0.9,0.9,0.9,0.9,31.0,186.0,6.0,6.0,0.13,0.95,0.91,0.95,0.96,0.95,0.95,779.0,8770.0,16.0,11.26,30.0,42.69,0.87,0.74,0.85,0.89,0.86,0.87,8.0,22.0,3.0,2.75,4.0,122.46,0.94,0.88,0.91,0.97,0.92,0.94,98.0,353.0,5.0,3.6,121.45,0.94,0.88,0.91,0.97,0.92,0.94,98.0,353.0,5.0,3.6,127.12,0.94,0.88,0.91,0.97,0.92,0.94,98.0,353.0,5.0,3.6,0.66,0.75,0.5,0.64,0.82,0.67,0.72,2.0,4.0,2.0,2.0,67.56,0.87,0.74,0.85,0.88,0.86,0.87,11.0,33.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,72.0,102.44,0.87,0.73,0.87,0.86,0.87,0.87,8.0,22.0,3.0,2.75,291.2,0.99,0.99,1.0,0.99,1.0,0.99,6.0,6.0,1.0,1.0,107.15,0.88,0.76,0.89,0.87,0.89,0.88,11.0,33.0,4.0,3.0,0.47,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.71,0.43,0.8,0.68,0.77,0.74,2.0,4.0,2.0,2.0,6.61,0.74,0.48,0.62,0.81,0.65,0.7,1.0,3.0,3.0,3.0,,,,,,,,,,,,0.28,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_4,70000,6,5,0,35081,0.5012,other,synthetic,5.0,1.38,0.98,0.96,0.98,0.98,0.98,0.98,0.09,0.79,0.57,0.75,0.81,0.76,0.78,7.0,28.0,4.0,4.0,0.12,0.87,0.74,0.87,0.87,0.87,0.87,32.0,192.0,6.0,6.0,0.18,0.93,0.85,0.93,0.93,0.93,0.93,1181.0,14095.0,18.0,11.93,30.0,63.01,0.83,0.65,0.81,0.84,0.82,0.82,7.0,20.0,3.0,2.86,5.0,249.3,0.93,0.85,0.9,0.95,0.91,0.93,140.0,591.0,6.0,4.22,625.51,0.93,0.85,0.9,0.95,0.91,0.93,140.0,591.0,6.0,4.22,243.93,0.93,0.85,0.9,0.95,0.91,0.93,140.0,591.0,6.0,4.22,0.67,0.72,0.44,0.66,0.75,0.68,0.7,2.0,4.0,2.0,2.0,110.49,0.85,0.7,0.84,0.85,0.85,0.85,13.0,39.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,103.24,0.83,0.66,0.83,0.83,0.83,0.83,6.0,15.0,3.0,2.5,290.93,0.99,0.98,1.0,0.98,1.0,0.99,6.0,6.0,1.0,1.0,103.65,0.84,0.68,0.87,0.82,0.86,0.85,9.0,30.0,5.0,3.33,0.69,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.69,0.37,0.76,0.66,0.74,0.71,2.0,4.0,2.0,2.0,6.58,0.69,0.38,0.89,0.64,0.83,0.75,3.0,6.0,2.0,2.0,,,,,,,,,,,,0.31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_5,70000,7,6,0,34888,0.4984,other,synthetic,6.0,1.5,0.98,0.95,0.97,0.98,0.98,0.98,0.11,0.75,0.5,0.77,0.73,0.77,0.75,9.0,36.0,4.0,4.0,0.14,0.84,0.69,0.83,0.85,0.83,0.84,31.0,186.0,6.0,6.0,0.22,0.9,0.79,0.9,0.89,0.9,0.89,1425.0,17465.0,19.0,12.26,30.0,98.89,0.81,0.62,0.79,0.82,0.8,0.81,8.0,24.0,3.0,3.0,6.0,336.68,0.91,0.81,0.88,0.92,0.89,0.9,144.0,687.0,6.0,4.77,355.84,0.91,0.81,0.88,0.92,0.89,0.9,144.0,687.0,6.0,4.77,356.88,0.91,0.81,0.88,0.92,0.89,0.9,144.0,687.0,6.0,4.77,0.68,0.72,0.44,0.78,0.69,0.76,0.73,4.0,12.0,3.0,3.0,111.25,0.83,0.65,0.79,0.85,0.8,0.82,14.0,53.0,4.0,3.79,,,,,,,,,,,,,,,,,,,,,,,,108.0,108.3,0.8,0.61,0.81,0.8,0.8,0.8,6.0,20.0,4.0,3.33,295.0,0.99,0.98,1.0,0.98,1.0,0.99,6.0,6.0,1.0,1.0,113.08,0.82,0.65,0.86,0.79,0.85,0.83,8.0,28.0,4.0,3.5,661.31,0.92,0.83,0.92,0.91,0.92,0.92,233.0,1496.0,10.0,6.42,5.69,0.67,0.34,0.66,0.67,0.66,0.66,1.0,2.0,2.0,2.0,7.12,0.67,0.34,0.77,0.64,0.74,0.7,2.0,4.0,2.0,2.0,,,,,,,,,,,,0.37,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_6,70000,8,7,0,34676,0.4954,other,synthetic,7.0,1.58,0.97,0.94,0.97,0.97,0.97,0.97,0.12,0.72,0.45,0.79,0.7,0.77,0.74,9.0,36.0,4.0,4.0,0.17,0.8,0.59,0.79,0.8,0.79,0.8,32.0,192.0,6.0,6.0,0.27,0.88,0.75,0.87,0.88,0.87,0.88,1690.0,21038.0,19.0,12.45,30.0,96.25,0.77,0.54,0.74,0.79,0.75,0.76,6.0,17.0,3.0,2.83,7.0,524.83,0.9,0.8,0.88,0.91,0.89,0.9,177.0,919.0,7.0,5.19,518.29,0.9,0.8,0.88,0.91,0.89,0.9,177.0,919.0,7.0,5.19,534.33,0.9,0.8,0.88,0.91,0.89,0.9,177.0,919.0,7.0,5.19,0.71,0.7,0.4,0.76,0.68,0.74,0.72,4.0,12.0,3.0,3.0,108.69,0.77,0.54,0.68,0.83,0.7,0.74,8.0,37.0,6.0,4.62,,,,,,,,,,,,,,,,,,,,,,,,126.0,111.19,0.78,0.57,0.77,0.79,0.78,0.78,5.0,16.0,4.0,3.2,296.22,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.81,0.79,0.58,0.83,0.77,0.82,0.8,7.0,25.0,6.0,3.57,668.64,0.9,0.79,0.89,0.9,0.89,0.9,211.0,1392.0,9.0,6.6,7.36,0.66,0.31,0.58,0.69,0.6,0.63,1.0,2.0,2.0,2.0,6.51,0.65,0.3,0.52,0.7,0.55,0.6,1.0,2.0,2.0,2.0,,,,,,,,,,,,0.35,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
synth_linear_7,70000,9,8,0,35022,0.5003,other,synthetic,8.0,1.63,0.97,0.94,0.97,0.97,0.97,0.97,0.14,0.71,0.42,0.69,0.72,0.7,0.7,8.0,32.0,4.0,4.0,0.19,0.78,0.55,0.77,0.78,0.77,0.78,32.0,192.0,6.0,6.0,0.31,0.86,0.71,0.85,0.86,0.85,0.85,1920.0,24278.0,19.0,12.64,30.0,113.24,0.77,0.53,0.73,0.79,0.74,0.76,6.0,18.0,3.0,3.0,8.0,495.95,0.88,0.76,0.86,0.89,0.87,0.88,150.0,828.0,8.0,5.52,555.9,0.88,0.77,0.87,0.9,0.87,0.88,170.0,948.0,8.0,5.58,612.15,0.88,0.77,0.87,0.9,0.87,0.88,170.0,948.0,8.0,5.58,0.71,0.67,0.34,0.56,0.72,0.58,0.63,2.0,4.0,2.0,2.0,106.68,0.8,0.61,0.79,0.81,0.79,0.8,15.0,59.0,5.0,3.93,,,,,,,,,,,,,,,,,,,,,,,,144.0,116.96,0.77,0.53,0.76,0.77,0.76,0.76,5.0,17.0,5.0,3.4,24323.2,0.56,0.12,1.0,0.53,0.85,0.69,6.0,6.0,1.0,1.0,101.18,0.77,0.53,0.81,0.75,0.79,0.78,5.0,20.0,5.0,4.0,604.43,0.88,0.77,0.88,0.89,0.88,0.88,203.0,1385.0,11.0,6.82,10.19,0.64,0.29,0.72,0.62,0.7,0.67,2.0,4.0,2.0,2.0,7.22,0.65,0.29,0.72,0.63,0.7,0.67,2.0,4.0,2.0,2.0,,,,,,,,,,,,0.37,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
